0092;SNTF;Société Nationale des Transports Ferroviaires;DZ;http://www.sntf.dz/
0093;ONCF;Office National des Chemins de Fer du Maroc;MA;http://oncf.ma/
0094;IP;Infraestruturas de Portugal S.A.;PT;http://www.infraestruturasdeportugal.pt/
0095;ISR;Israel Railways;IL;http://www.rail.co.il/
0096;RAI;Rahahan-e Djjomhouri-e Eslami Iran;IR;http://irirw.com/
0097;CFS;Administration Générale des Chemins de fer Syriens;SY;http://www.cfssyria.org/
0098;CEL;Lebanon Railways;LB;
0099;IRR;Iraqi Republic Railways Establishment;IQ;http://www.iraqrailways.com/
1012;TRFSR;Transfesa Rail ;ES;http://www.transfesa.com/
1020;RZD holding;Russian Railways State Joint Company-Holding;RU;http://rzd.ru/
1033;CR holding;Chinese Railways-Holding;CN;http://www.chineserailways.com/
1051;PKP;Polskie Koleje Państwowe Spółka Akcyjna;PL;http://www.pkp.pl/
1052;HOLDING BDZ;HOLDING BULGARIAN STATE RAILWAYS;BG;http://holding.bdz.bg/
1062;ŽPCG;Željeznički prevoz Crne Gore AD;ME;http://www.zcg-prevoz.me/
1065;CFARYM-T;Makedonski Železnici Transport AD Skopje;MK;http://mztransportad.com.mk/
1071;Renfe;Renfe Operadora;ES;http://www.renfe.com/
1073;TRAINOSE;TRAINOSE S.A.;GR;http://www.trainose.gr/
1076;NSB;Norges Statsbaner AS;NO;http://www.nsb.no/
1079;SŽ, d.o.o.;Slovenske železnice, d.o.o.;SI;http://www.slo-zeleznice.si/en/sz-group/
1080;DB AG;Deutsche Bahn AG;DE;https://www.deutschebahn.com/
1084;NS holding;N.V. Nederlandse Spoorwegen;NL;http://www.ns.nl/
1086;DSB holding;Danske Statsbaner-Holding;DK;http://www.dsb.dk/
1088;SNCB/NMBS;Société nationale des chemins de fer Belges / Nationale Maatschappij der Belgische Spoorwegen;BE;http://www.belgianrail.be/
1094;CP;CP - Comboios de Portugal, E.P.E.;PT;http://www.cp.pt/
1120;JSC 'FPC';Joint Stock Company 'FEDERAL PASSENGER COMPANY';RU;http://pass.rzd.ru/
1151;PKP PR sp. z o.o.;PKP Przewozy Regionalne Spółka z o.o.;PL;http://www.przewozyregionalne.pl/
1152;BDZ PASSENGER;BULGARIAN STATE RAILWAYS PASSENGER;BG;http://bdz.bg/
1153;CFR Călători;Societatea Naţională de Transport Feroviar de Călători;RO;http://www.cfrcalatori.ro/
1154;ČD;České dráhy, a.s.;CZ;http://www.cd.cz/
1155;MÁV-Start;MÁV-Start Vasúti Személyszállító Zrt.;HU;http://www.mav-start.hu/
1156;ZSSK;Železničná spoločnosť Slovensko, a.s.;SK;http://www.slovakrail.sk/
1170;ATOC Ltd;Association of Train Operating Companies Limited;GB;http://www.atoc.org/
1171;RENFE VIAJEROS;RENFE VIAJEROS, S.A;ES;http://www.renfe.com/
1172;SV;Srbija Voz a.d.;RS;http://www.srbvoz.rs/
1174;SJ;SJ AB;SE;http://www.sj.se/
1178;HŽ Putnički prijevoz d.o.o.;HŽ Putnički prijevoz d.o.o. za prijevoz putnika;HR;http://www.hzpp.hr/
1179;SŽ - Potniški promet, d.o.o.;Slovenske železnice - Potniški promet d.o.o.;SI;http://slo-zeleznice.si/
1180;DB Vertrieb GmbH;DB Vertrieb GmbH;DE;http://www.bahn.de/
1181;ÖBB PV AG;ÖBB Personenverkehr AG;AT;http://personenverkehr.oebb.at/
1184;NS Reizigers;NS Reizigers BV;NL;http://www.ns.nl/
1185;SBB-Passengers;Swiss Federal Railways-Passenger subsidiary;CH;http://www.sbb.ch/
1186;DSB-Passenger;Danske Statsbaner-Passenger subsidiary;DK;http://www.dsb.dk/
1187;SNCF Voyages;SNCF Voyages;FR;http://www.voyages-sncf.com/
1251;PKP Intercity;PKP Intercity S.A.;PL;http://intercity.pl/
1280;DB B I;DB Bahn Italia Srl;IT;http://www.megliointreno.it/
1285;SBB-EPA;Schweizerische Bundesbahnen SBB Division Voyageur;CH;http://www.sbb.ch/
1286;DSB-EPA;DSB - Passenger - Reservations issued via EPA;DK;
1351;SKMT;PKP SKM w Trójmieście Spółka z o.o.;PL;http://www.skm.pkp.pl/
2124;LG-Cargo;Freight transport directorate JSC 'Lituanian Railways';LT;http://cargo.litrail.lt/
2125;LDZ Cargo;LDZ Cargo Ltd;LV;http://www.ldz.lv/
2126;EVR Cargo;AS EVR Cargo;EE;http://www.evrcargo/
2131;BTEG;"""Boldtumur Eruu Gol"" LLC";MN;
2143;GYSEV CARGO;GYSEV CARGO Zrt.;HU;http://www.gysevcargo.hu/
2151;PKP CARGO S.A.;PKP Cargo Spółka Akcyjna;PL;http://pkp-cargo.pl/
2152;BDZ CARGO;BULGARIAN STATE RAILWAYS CARGO;BG;http://bdzcargo.bdz.bg/
2153;CFR Marfă;Societatea Naţională de Transport Feroviar de Marfă;RO;http://cfr.ro/
2154;ČDC;ČD Cargo, a.s.;CZ;http://www.cdcargo.cz/
2155;RCH;Rail Cargo Hungaria Zrt.;HU;http://www.railcargo.hu/
2156;ZSSK CARGO;Železničná spoločnosť Cargo Slovakia, a.s.;SK;http://www.zscargo.sk/
2162;MC;Montecargo AD;ME;http://www.montecargo.me/
2170;DBCUK;DB Cargo (UK) Ltd;GB;https://www.rail.dbschenker.co.uk/
2171;RENFE MERCANCÍAS;RENFE MERCANCÍAS, S.A;ES;http://www.renfe.com/empresa/mercancias/
2172;SK;Srbija Kargo a.d.;RS;http://www.srbcargo.rs/
2174;Green Cargo;Green Cargo AB;SE;http://www.greencargo.com/
2178;HŽ-Cargo;HŽ Cargo d.o.o.;HR;http://www.hzcargo.hr/
2179;SŽ - Tovorni promet, d.o.o.;Slovenske železnice - Tovorni promet, d.o.o.;SI;http://www.slo-zeleznice.si/sl/tovorni-promet/
2180;DBCDE;DB Cargo AG;DE;http://www.dbschenker.com/
2181;RCA;Rail Cargo Austria AG;AT;http://www.railcargo.at/
2182;CFL cargo;CFL cargo SA;LU;http://www.cfl.lu/CFLInternet/Espaces/03EspaceFret/
2183;MIR;Mercitalia Rail;IT;http://www.fsitaliane.it/fsi/Il-Gruppo/Societ%C3%A0-del-Gruppo/Mercitalia-Rail/Mercitalia-Rail
2184;DBCNL;DB Cargo Nederland N.V.;NL;http://nl.dbcargo.com/
2185;SBB Cargo;SBB CFF FFS Cargo;CH;http://www.sbbcargo.com/
2186;DBCSC;DB Cargo Scandinavia A/S;DK;http://dk.dbcargo.com/
2187;Fret SNCF;SNCF MOBILITES - Fret;FR;http://fret.sncf.com/
2188;LNSG;Lineas Group;BE;http://www.blogistics.be
2194;CP Carga;CP Carga - Logística e Transportes Ferroviários de Mercadorias S.A.;PT;http://www.cpcarga.pt/
2243;Raaberbahn Cargo;Raaberbahn Cargo GmbH;AT;https://www.raaberbahn.at/organisation/raaberbahn-cargo-gmbh.html
2251;PKP LHS;PKP Linia Hutnicza Szerokotorowa Spółka z o.o.;PL;http://www.lhs.com.pl/
2280;DBCITA;DB Cargo Italy Srl;IT;
2281;RCS;Rail Cargo Austria AG, Niederlassung Ljubljana (Slowenien);SI;http://www.railcargo.at/
2282;CFL cargo Deutschland;CFL cargo Deutschland GmbH;DE;http://www.cflcargo.de/
2287;CTI;Captrain Italia Srl;IT;http://www.captrain.it/
2380;DBCIT;DB Cargo Italia Srl;IT;http://it.dbcargo.com/rail-italia-it/
2382;CFL cargo Danmark;CFL cargo Danmark ApS;DK;http://www.cflcargo.dk/
2385;SBBCD;SBB Cargo Deutschland GmbH;DE;
2387;CTB;Captrain Belgium NV;BE;http://www.captrain.be/
2485;SBBCI;SBB Cargo Italia;IT;http://www.sbbcargo-international.com/it/sbb-cargo-italia-srl-mailand-i-218.html
2585;SBBC Int;SBB Cargo International;CH;http://www.sbbcargo-international.com/
2813;ECCO PL;ECCO Rail Sp Z.o.o.;PL;http://www.ecco-rail.eu/en/transport.php
2910;VR-Track;VR-Track Ltd;FI;http://www.vr-rata.fi/
3000;BCC;Bureau Central de Clearing;BE;http://bcclearing.eu/
3001;Eurofima;European Company for the Financing of Railroad Rolling Stock;CH;http://www.eurofima.org/
3002;Eurail GIE;Eurail Group GIE;NL;http://www.eurailgroup.org/
3003;CER;Community of European Railways;BE;http://www.cer.be/
3005;BTS;Baltijas Tranzita Serviss AG;LV;http://www.rto.lv/en/home/
3006;BE;"JSC ""Baltijas Ekspresis""";LV;http://asbe.lv/
3007;CIT;Comité international des transports ferroviaires;CH;http://www.cit-rail.org/
3008;StL UK;Stena Line UK Ltd;GB;http://www.stenaline.co.uk/ferry/
3009;SERVTRANS;SERVTRANS Invest SA;RO;http://www.servtrans-invest.com/
3011;UIC;International Union of Railways;FR;http://www.uic.org/
3012;BSB;Bodensee-Schiffsbetriebe GmbH;DE;http://www.bsb-online.com/
3015;BYB;BayernBahn Betriebsgesellschaft mbH;DE;http://bayernbahn.de/
3016;evb;EVB Elbe-Weser GmbH;DE;http://www.evb-elbe-weser.de/
3017;CBB;Centralbahn AG;CH;http://www.centralbahn.ch
3018;THI;Thalys International;BE;http://www.thalys.com/
3019;GFR;Grup Feroviar Român SA;RO;http://gfr.ro/
3020;HGK;Häfen und Güterverkehr Köln AG;DE;http://www.hgk.de/
3021;Floyd;Floyd Zrt.;HU;http://www.floyd.hu/
3022;SNCC;Société Nationale des Chemins de Fer du Congo;CD;http://sncc.cd/
3023;STLB;Steiermärkische Landesbahnen;AT;http://stlb.at/
3024;MMV;Magyar Magánvasút Zrt.;HU;http://www.mmv.hu/
3025;A-Train AB;A-Train AB;SE;http://arlandaexpress.com/
3028;Narvik;Visit Narvik;NO;http://ofotbanen.no/
3029;Viking Line;Viking Line ABP OYJ;FI;http://www.vikingline.fi/
3030;GVG;Georg Verkehrsorganisation GmbH;DE;http://berlin-night-express.com/
3031;J.P.F.T.;Joopar Passenger & Freight Trains co.;IR;http://www.joopar.com/
3032;VPE;Vasúti Pályakapacitás-elosztó Kft.;HU;http://www2.vpe.hu/
3033;QR;Queensland Rail;AU;http://www.queenslandrail.com.au/
3035;MBS;Montafonerbahn AG;AT;http://montafonerbahn.at/
3036;GKB;Graz-Köflacher Bahn und Busbetrieb GmbH;AT;http://www.gkb.at/
3037;ZV;Zillertaler Verkehrsbetriebe AG;AT;http://www.zillertalbahn.at/
3039;WLC;Wiener Lokalbahnen Cargo GmbH;AT;http://www.wlb.at/
3041;REG-Eurail;Rail Europe Group Inc;US;http://www.raileurope.com/
3042;RE4A-Eurail;Rail Europe 4A SNC;FR;
3043;Treinreiswinkel;Treinreiswinkel B.V.;NL;http://www.treinreiswinkel.nl/
3045;ACP-Eurail;ACP Marketing Canada Inc.;CA;http://www.acpmarketing.net/
3048;STA Travel;STA Travel International Ltd;GB;http://www.statravel.fr/
3050;ST;Svenska Tågkompaniet AB;SE;http://www.tagkompaniet.se/
3051;Snälltåget;Snälltåget i Sverige;SE;http://www.veolia-transport.se/
3053;Softrans;Softrans Srl;RO;http://www.softrans.ro/
3054;Locon;Locon Logistik & Consulting AG;DE;http://locon-ag.de/
3055;MEG;Mitteldeutsche Eisenbahn GmbH;DE;http://www.meg-bahn.de/
3056;SŽDS;Slovenská železničná dopravná spoločnosť, a.s.;SK;http://www.szds.sk/
3057;Bulmarket;Bulmarket DM Ltd;BG;http://bulmarket.bg/
3058;IGE GmbH & Co.KG;Internationale Gesellschaft für Eisenbahnverkehr;DE;http://bahntouristik.de/
3059;EH Güterverkehr;EH Güterverkehr GmbH;DE;http://www.eisenbahn-und-haefen-gmbh.de/
3062;ATTICA (SFF & BSF);Attica Group (Superfast Ferries & Blue Star Ferries);GR;http://www.attica-group.com/
3063;RTS;RTS Rail Transport Service GmbH;AT;http://www.rts-rail.com/
3067;RLG;Regionalverkehr Ruhr-Lippe GmbH;DE;http://rlg-online.de/
3068;WLE;Westfälische Landes-Eisenbahn GmbH;DE;http://wle-online.de/
3069;RVM;Regionalverkehr Münsterland GmbH;DE;http://rvm-online.de/
3070;MWB;Mittelweserbahn GmbH;DE;http://www.mittelweserbahn.de/
3071;EVG;Eifelbahn Verkehrsgesellschaft mbH;DE;http://www.zugtouren.de/
3072;VPS;Verkehrsbetriebe Peine-Salzgitter GmbH;DE;http://www.vps-bahn.de/
3074;AS;Aktsiaselts Spacecom;EE;http://www.spacecom.ee/
3075;JLT;Landstinget i Jönköpings län, Jönköpings länstrafik;SE;
3076;Transdev;Transdev GmbH ;DE;http://www.veolia-verkehr.de/
3077;WGT;Westgate Transport OÜ;EE;
3080;LOKORAIL;LOKORAIL, a.s.;SK;http://lokorail.sk/
3081;ERS Railways;ERS Railways B.V.;NL;http://www.ersrail.nl/
3085;CER CO;Central European Railway CO;HU;http://www.cer.hu/
3086;DBV-ITL;DBV-ITL, s.r.o.;CZ;http://www.vlecky.cz/
3087;BASF AG;BASF Aktiengesellschaft;DE;http://www.basf.com/
3089;Freightliner;Freightliner PL Spółka z o.o.;PL;http://www.freightliner.pl/
3090;HUPAC S.p.A;Hupac SpA;IT;http://www.hupac.com/
3091;GATX;GATX Rail Poland Spółka z o.o.;PL;http://www.gatx.eu/
3093;ITL;ITL Eisenbahngesellschaft mbH;DE;http://itl-dresden.de/
3094;TSS;Traťová strojní společnost, a.s.;CZ;http://www.tssas.cz/
3095;Arriva;Arriva Nederland;NL;http://www.arriva.nl/
3096;DBCCH;DB Cargo Schweiz GmbH;CH;http://ch.dbcargo.com/
3098;BRC;Bulgarian Railway Company AD;BG;http://www.brc-bg.com/
3100;DBCPL;DB Cargo Polska Spółka Akcyjna;PL;http://pl.dbcargo.com/
3103;Koltar;"Grupa Azoty ""KOLTAR"" Sp. z o.o.";PL;http://koltar.grupaazoty.com/
3105;LOTOS Kolej;LOTOS Kolej Spółka z o.o.;PL;http://www.lotos.pl/
3106;BARTER;BARTER S.A.;PL;
3107;PSZ;Prvá Slovenská železnicná, a.s.;SK;http://www.sped-trans.sk/
3109;FTA;Finnish Transport Agency;FI;http://portal.liikennevirasto.fi/
3111;TC;Transchem Spółka z o.o.;PL;http://www.transchem.com.pl/
3113;Rail Polska;Rail Polska Sp. z o.o.;PL;http://www.railpolska.pl/
3114;CTL Logistics GmbH;CTL Logistics GmbH;DE;http://www.ctl.pl/en/218,ctl-logistics-gmbh.html
3115;UNIDO;UNIPETROL DOPRAVA, s.r.o.;CZ;http://www.unipetroldoprava.cz/
3117;RC-CF TRANS;SC. RC-CF Trans SRL. BRASOV;RO;http://www.rccf.ro/
3118;AG EMS;Aktien-Gesellschaft 'EMS';DE;http://www.ag-ems.de/
3120;BOBO Corporation;BOBO Vehicle Repair, Industrial, Trading and Supplier Corporation;HU;
3121;RSCO;Rolling Stock Company S.A.;RO;http://www.rsco.ro/
3124;TRAIN HUNGARY Kft.;TRAIN HUNGARY Magánvasút Kft.;HU;http://www.trainhungary.hu/
3125;RM LINES;RM LINES, a.s.;CZ;
3126;Öresundtåg;Skånetrafiken, Region Skåne;SE;http://www.skanetrafiken.se/
3127;HSL;HSL Logistik GmbH;DE;http://www.hsl-logistic.com/
3128;INRAIL;INRAIL S.p.A.;IT;http://www.inrail.it/
3129;CTL Logistics;CTL Logistics Spółka z o.o.;PL;http://www.ctl.pl/
3130;AS GoRail;AS GoRail;EE;http://www.gorail.ee/
3131;PMTLU;Pol-Miedź Trans Spółka z o.o.;PL;http://pmtrans.pl/
3132;CTV;SC Cargo Trans Vagon SA;RO;http://www.tts-group.ro/
3133;H-AWTHU;AWT Rail HU Zrt.;HU;http://www.awt.eu/hu/awt-in-hungary.html
3135;HanseCom;HanseCom GmbH;DE;http://www.hansecom.com/
3136;PPMT Sp. z o.o. w Gdańsku;Pomorskie Przedsiębiorstwo Mechaniczno-Torowe Sp. z o.o. w Gdańsku;PL;http://www.ppmt.com.pl/
3138;RCCIT;Rail Cargo Carrier Italy Srl;IT;http://www.railcargocarrier.com/
3139;UTC AD;Unitranscom AD;BG;
3140;LEG;LEG Leipziger Eisenbahnverkehrsgesellschaft mbH;DE;http://www.leipziger-eisenbahn.de/
3141;SNCB - NS Reizigers;SNCB Passengers International & NS Reizigers;BE;
3142;IDS CARGO;IDS CARGO a.s.;CZ;http://www.ids-cargo.cz/
3143;Europorte France;Europorte France;FR;http://www.europorte.com/
3144;STK;STK S.A.;PL;http://www.stk.wroc.pl/
3145;AWT;Advanced World Transport a.s.;CZ;http://www.awt.eu/
3146;DBCRO;Deutsche Bahn Cargo Romania SRL;RO;http://ro.dbcargo.com/
3147;EXSK;Express Group, a.s.;SK;http://www.expressgroup.sk/
3148;ODOS;Ostravská dopravní společnost, a.s.;CZ;http://www.odos.cz/
3149;SPRINGMASTER;SPRINGMASTER;ZA;http://www.springmaster.co.za/
3150;PCC Intermodal S.A.;PCC Intermodal Spółka Akcyjna;PL;http://www.pccintermodal.pl/
3151;KM;'Koleje Mazowieckie-KM' Sp. z o.o.;PL;http://www.mazowieckie.com.pl/
3152;AMEH Trans;ArcelorMittal Eisenhüttenstadt Transport GmbH;DE;http://www.arcelormittal-ehst.com/
3153;WIENER LINIEN;WIENER LINIEN GmbH & Co KG;AT;http://www.wienerlinien.at/
3154;UTZ;SC UNICOM TRANZIT SA;RO;http://www.unicom-group.ro/unifer/
3155;RVF;Regio-Verkehrsverbund Freiburg GmbH;DE;http://www.rvf.de/
3156;ZIK;Zakład Inżynierii Kolejowej Leśkiewicz, Kosmala Spółka Jawna;PL;http://www.ziksandomierz.pl/
3157;LM;Lokomotion Gesellschaft für Schienentraktion mbH;DE;http://www.lokomotion-rail.de/
3158;RTC;Rail Traction Company SpA;IT;http://www.railtraction.it/
3159;TPF;TP Ferro Concesionaria S.A.;ES;http://www.tpferro.com/
3160;LTE SK;LTE Logistik a Transport Slovakia s.r.o.;SK;http://www.lte.at/en/LTE/LTE-SK.html
3161;LTE CZ;LTE Logistik a Transport Czechia s.r.o.;CZ;http://www.lte.at/en/LTE/LTE-CZ.html
3162;RCC-PCT;Rail Cargo Carrier - PCT GmbH;DE;http://www.railcargocarrier.com/en/About_us/Rail_Cargo_Carrier/
3163;PoRha;Pohjois-Suomen Rautatieharrastajat ry;FI;http://www.elisanet.fi/porhaltaja/
3164;agilis;agilis Verkehrsgesellschaft mbH & Co. KG;DE;http://www.agilis.de/
3165;ODEG;ODEG Ostdeutsche Eisenbahn GmbH;DE;http://www.odeg.info/
3166;TZD CZ;TCHAS ŽD s.r.o.;CZ;
3167;H-MTMG;MTMG Logisztikai Zrt.;HU;http://mtmgzrt.com/
3168;SMD;SLEZSKOMORAVSKÁ DRÁHA a.s.;CZ;http://slezskomoravskadraha.cz/
3169;BFL;BF Logistics s.r.o.;CZ;http://www.bfl.cz/
3170;ADT;Adria Transport d.o.o.;SI;http://www.adria-transport.com/
3171;LTB;LOKO TRANS s.r.o.;CZ;http://www.lokotrans.cz/
3172;CHT a.s.;Chládek & Tintěra a.s.;CZ;http://www.cht.cz/
3173;HVM1009 Oy;Höyryveturimatkat 1009 Oy;FI;http://www.hoyryveturimatkat1009.fi/
3174;T-R;TOMI-REMONT a.s.;CZ;http://www.tomi-remont.cz/
3176;JARO;JARO Česká Skalice s.r.o.;CZ;http://www.jarocs.eu/
3177;Destia;Destia Rail Oy;FI;http://www.destia.fi/
3178;RNE;RailNetEurope;AT;http://www.rne.eu/
3179;RF;S.C. RAIL FORCE S.R.L.;RO;http://www.rccf.ro/
3181;TFG;SC TRANSFEROVIAR GRUP SA;RO;http://www.transferoviar.ro/
3182;N+N Litoměřice;N+N - Konstrukce a dopravní stavby Litoměřice, s.r.o.;CZ;http://www.nanlitomerice.cz/
3183;PmHvy;Pieksämäen Höyryveturiyhdistys ry;FI;http://www.pmk-hoyryveturiyhdistys.fi/
3184;KMOY;Keitele-Museo Oy;FI;http://www.aanekoski.fi/vapaa-aika/kulttuuri/museot/keitele-museo/
3185;ROFERSPED;S.C. ROFERSPED S.A.;RO;http://www.rofersped.ro/
3186;Keyrail;Keyrail B.V.;NL;http://www.keyrail.nl/
3187;ECR;Euro Cargo Rail SA;FR;http://www.eurocargorail.com/
3189;ARV;ARRIVA vlaky, s.r.o.;CZ;http://www.arriva.co.uk/arriva/cz/
3190;ŽICG AD-Podgorica;Željeznička infrastruktura Crne Gore AD-Podgorica;ME;http://www.zicg.me/
3191;HMVY;Haapamäen museoveturiyhdistys ry;FI;http://www.hmvy.fi/
3193;TAE;Transalpin Eisenbahn AG;CH;https://www.captrain.de/basel.html
3194;RBB;Regiobahn Bitterfeld Berlin GmbH;DE;http://www.captrain.de/rbb.html
3195;CCW;Captrain Deutschland CargoWest GmbH;DE;http://www.captrain.de/twe.html
3197;VT;Västtrafik AB;SE;http://www.vasttrafik.se/
3198;EOS UPTRADE;EOS UPTRADE GmbH;DE;http://www.eos-uptrade.de/
3199;DE;Dortmunder Eisenbahn GmbH;DE;http://www.captrain.de/
3200;HTRS Süd;HTRS Süd GmbH;DE;http://www.husatransportation.com/
3201;METRANS;METRANS, a.s.;CZ;http://www.metrans.cz/
3202;SSB AG;Stuttgarter Straßenbahnen AG;DE;http://www.ssb-ag.de/
3203;CR;Crossrail AG;CH;http://www.crossrail.ch/
3204;PMR;Porvoon Museorautatie ry;FI;http://www.porvoorail.net/
3205;EURORAIL;EURORAIL NV/SA;BE;http://www.eurorail.eu/
3207;METRANS Rail;METRANS Rail s.r.o.;CZ;http://www.metransrail.eu/
3208;Hector Rail;Hector Rail AB;SE;http://www.hectorrail.com/
3209;MTRD;METRANS Rail (Deutschland) GmbH;DE;http://www.metransrail.eu/
3210;VTR;S.C. Vest Trans Rail S.R.L.;RO;
3211;TSZO S.A.;Tabor Szynowy Opole Spółka Akcyjna;PL;http://taborszynowy.com.pl/
3212;KP;Kombinovani Prevoz d.o.o.;RS;http://www.kprevoz.co.rs/
3213;HVV;Hamburger Verkehrsverbund GmbH;DE;http://www.hvv.de/
3214;PNI SP. z o.o.;Przedsiębiorstwo Napraw Infrastruktury Spółka z Ograniczoną Opdowiedzialnością;PL;http://pni.net.pl/
3215;LNS;Lineas;BE;http://www.xpedys.be/
3216;THELLO;THELLO;FR;https://www.thello.com/
3217;GTF;SC GRUP TRANSPORT FEROVIAR SA;RO;http://www.gfr.ro/
3218;JHMD;Jindřichohradecké místní dráhy, a.s.;CZ;http://www.jhmd.cz/
3219;M.L.;MINOAN LINES S.A.;GR;http://www.minoan.gr/
3220;OSR France;SARL ON SITE RAIL FRANCE;FR;http://www.onsiterail.com/
3221;CRO;Crossrail Italia Srl;IT;http://www.crossrail.it/
3222;METRANS /Danubia/;METRANS /Danubia/, a.s.;SK;http://www.metrans.eu/
3223;HSL Logistik;HSL Logistik B.V.;NL;http://www.hsl-logistic.nl/
3224;Strabag a.s.;Strabag Rail a.s.;CZ;http://strabagrail.cz/
3225;Baltic Rail;BALTIC PORT RAIL MUKRAN GmbH;DE;http://www.baltic-rail-mukran.com/
